danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name
0.882,0.602,11,-5.554,1,0.245,0.0177,0.0,0.178,0.43,142.959,audio_features,598yNsG1JFrGd4n2kMoz7F,spotify:track:598yNsG1JFrGd4n2kMoz7F,https://api.spotify.com/v1/tracks/598yNsG1JFrGd4n2kMoz7F,https://api.spotify.com/v1/audio-analysis/598yNsG1JFrGd4n2kMoz7F,183011,4,Woah
0.719,0.758,2,-5.167,0,0.0851,0.137,0.0,0.129,0.49,147.023,audio_features,24NuEDgyRIljwSyY0lsr7b,spotify:track:24NuEDgyRIljwSyY0lsr7b,https://api.spotify.com/v1/tracks/24NuEDgyRIljwSyY0lsr7b,https://api.spotify.com/v1/audio-analysis/24NuEDgyRIljwSyY0lsr7b,198261,4,Black Swan
0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,audio_features,3QzAOrNlsabgbMwlZt7TAY,spotify:track:3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/tracks/3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/audio-analysis/3QzAOrNlsabgbMwlZt7TAY,180435,4,Ballin' (with Roddy Ricch)
0.866,0.399,7,-10.938,1,0.0745,0.117,0.0,0.0689,0.713,129.047,audio_features,20JtELGPfOAMq7FpUt8eSM,spotify:track:20JtELGPfOAMq7FpUt8eSM,https://api.spotify.com/v1/tracks/20JtELGPfOAMq7FpUt8eSM,https://api.spotify.com/v1/audio-analysis/20JtELGPfOAMq7FpUt8eSM,223256,4,Yellow Hearts
0.817,0.781,7,-4.178,0,0.112,0.00838,5.21e-06,0.123,0.359,104.0,audio_features,07s9NNOT0sZQp7TyolLLgu,spotify:track:07s9NNOT0sZQp7TyolLLgu,https://api.spotify.com/v1/tracks/07s9NNOT0sZQp7TyolLLgu,https://api.spotify.com/v1/audio-analysis/07s9NNOT0sZQp7TyolLLgu,216707,4,Own It (feat. Ed Sheeran & Burna Boy)
0.901,0.522,2,-8.304,1,0.33,0.0114,0.0,0.259,0.329,104.053,audio_features,4S8d14HvHb70ImctNgVzQQ,spotify:track:4S8d14HvHb70ImctNgVzQQ,https://api.spotify.com/v1/tracks/4S8d14HvHb70ImctNgVzQQ,https://api.spotify.com/v1/audio-analysis/4S8d14HvHb70ImctNgVzQQ,127947,4,I Love It (& Lil Pump)
0.671,0.388,11,-6.516,1,0.0762,0.715,0.0,0.192,0.59,105.869,audio_features,6ThrnYkLPlKar6dUIggR6Q,spotify:track:6ThrnYkLPlKar6dUIggR6Q,https://api.spotify.com/v1/tracks/6ThrnYkLPlKar6dUIggR6Q,https://api.spotify.com/v1/audio-analysis/6ThrnYkLPlKar6dUIggR6Q,218373,4,Be Like You
0.702,0.508,8,-7.105,1,0.035,0.144,0.0,0.108,0.143,82.008,audio_features,7MZF7YLxOP2to9iblSulLc,spotify:track:7MZF7YLxOP2to9iblSulLc,https://api.spotify.com/v1/tracks/7MZF7YLxOP2to9iblSulLc,https://api.spotify.com/v1/audio-analysis/7MZF7YLxOP2to9iblSulLc,252337,4,Modern Loneliness
0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,audio_features,7eJMfftS33KTjuF7lTsMCx,spotify:track:7eJMfftS33KTjuF7lTsMCx,https://api.spotify.com/v1/tracks/7eJMfftS33KTjuF7lTsMCx,https://api.spotify.com/v1/audio-analysis/7eJMfftS33KTjuF7lTsMCx,173333,4,death bed (feat. beabadoobee)
0.625,0.156,8,-13.356,1,0.0348,0.946,0.000324,0.111,0.451,112.43,audio_features,5UtfyJb1AkClEEgtc6e4oJ,spotify:track:5UtfyJb1AkClEEgtc6e4oJ,https://api.spotify.com/v1/tracks/5UtfyJb1AkClEEgtc6e4oJ,https://api.spotify.com/v1/audio-analysis/5UtfyJb1AkClEEgtc6e4oJ,240613,3,You Got Me Thinking
0.589,0.221,10,-13.368,1,0.0332,0.83,5.22e-06,0.137,0.125,136.895,audio_features,31uyXS7gTpaZzUW0vuq5sy,spotify:track:31uyXS7gTpaZzUW0vuq5sy,https://api.spotify.com/v1/tracks/31uyXS7gTpaZzUW0vuq5sy,https://api.spotify.com/v1/audio-analysis/31uyXS7gTpaZzUW0vuq5sy,226926,4,The Sea (feat. Jon Bryant)
0.573,0.712,0,-5.976,1,0.0732,0.0572,0.0,0.167,0.346,140.012,audio_features,5j0McHPthKpOXRr3fBq8M0,spotify:track:5j0McHPthKpOXRr3fBq8M0,https://api.spotify.com/v1/tracks/5j0McHPthKpOXRr3fBq8M0,https://api.spotify.com/v1/audio-analysis/5j0McHPthKpOXRr3fBq8M0,259720,4,Love in This Club (feat. Young Jeezy)
0.829,0.428,0,-9.469,1,0.083,0.055,0.00423,0.137,0.448,148.077,audio_features,4P7VFiaZb3xrXoqGwZXC3J,spotify:track:4P7VFiaZb3xrXoqGwZXC3J,https://api.spotify.com/v1/tracks/4P7VFiaZb3xrXoqGwZXC3J,https://api.spotify.com/v1/audio-analysis/4P7VFiaZb3xrXoqGwZXC3J,299333,4,Lollipop
0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,audio_features,7wZUrN8oemZfsEd1CGkbXE,spotify:track:7wZUrN8oemZfsEd1CGkbXE,https://api.spotify.com/v1/tracks/7wZUrN8oemZfsEd1CGkbXE,https://api.spotify.com/v1/audio-analysis/7wZUrN8oemZfsEd1CGkbXE,262467,4,Bleeding Love
0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053,audio_features,1IAzD1muglOxOcPbUHs70R,spotify:track:1IAzD1muglOxOcPbUHs70R,https://api.spotify.com/v1/tracks/1IAzD1muglOxOcPbUHs70R,https://api.spotify.com/v1/audio-analysis/1IAzD1muglOxOcPbUHs70R,249533,4,Whatever You Like
0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,audio_features,3jlbL2OTD5YmIunYzgQTAN,spotify:track:3jlbL2OTD5YmIunYzgQTAN,https://api.spotify.com/v1/tracks/3jlbL2OTD5YmIunYzgQTAN,https://api.spotify.com/v1/audio-analysis/3jlbL2OTD5YmIunYzgQTAN,338853,4,Live Your Life (feat. Rihanna)
0.668,0.673,1,-5.714,1,0.145,0.48,0.0,0.194,0.727,171.812,audio_features,1yJ5fyqBusR7Verj8JGsKV,spotify:track:1yJ5fyqBusR7Verj8JGsKV,https://api.spotify.com/v1/tracks/1yJ5fyqBusR7Verj8JGsKV,https://api.spotify.com/v1/audio-analysis/1yJ5fyqBusR7Verj8JGsKV,232000,4,Miss Independent
0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,audio_features,22UDw8rSfLbUsaAGTXQ4Z8,spotify:track:22UDw8rSfLbUsaAGTXQ4Z8,https://api.spotify.com/v1/tracks/22UDw8rSfLbUsaAGTXQ4Z8,https://api.spotify.com/v1/audio-analysis/22UDw8rSfLbUsaAGTXQ4Z8,284733,4,American Boy
0.591,0.904,1,-4.478,0,0.0359,0.0244,0.0,0.0786,0.542,107.027,audio_features,0FpT75cRdvf6va1TARHrl5,spotify:track:0FpT75cRdvf6va1TARHrl5,https://api.spotify.com/v1/tracks/0FpT75cRdvf6va1TARHrl5,https://api.spotify.com/v1/audio-analysis/0FpT75cRdvf6va1TARHrl5,213453,4,7 Things
